TestCaseID,Kind,Subtype,TestGroup,DocTypeCode,DocClass,TaxCategory,TransactionFlags,ItemType,Currency,Scenario/CondFields,SeedXML,InstanceXML,Mutation/Build,PredictedOutcome,ExpectedRuleID,RuleLayer,BusinessTerms,RuleMessage,RejectSource,ActualOutcome,FiredRuleIDs,Status,SourceRef,Notes
PX-R2c-PAS-381,Positive,patched,Party/Identifier,381,Tax Credit Note,S,Standard,G,AED,seller PAS + issuing country on tax credit note,pint-creditnote/Standard tax credit Note.xml,catalog_xml/PX-R2c-PAS-381.xml,attr /CreditNote/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID @schemeAgencyID = PAS ; attr /CreditNote/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID @schemeAgencyName = IN ; set /CreditNote/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID = P1234567890,VALID,,,,,,PASS,,VERIFIED,party-parity item3,
PX-R2c-PAS-261,Positive,patched,Party/Identifier,261,Self-Billing Credit Note,S,Standard,G,AED,seller PAS + issuing country on self-billing CN,sb-creditnote/Self billing tax credit note.xml,catalog_xml/PX-R2c-PAS-261.xml,attr /CreditNote/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID @schemeAgencyID = PAS ; attr /CreditNote/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID @schemeAgencyName = IN ; set /CreditNote/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID = P1234567890,VALID,,,,,,PASS,,VERIFIED,party-parity item3,
PX-R2c-SS-triangular,Positive,patched,Transaction-Flag,380,Tax Invoice,S,Standard,n/a,AED,triangular sale: recipient TRN in Delivery-to Party ID (Guidelines §12.2 #12),pint-invoice/Standard tax invoice.xml,catalog_xml/PX-R2c-SS-triangular.xml,add . (<cac:Delivery><cac:DeliveryLocation><cac:Address><cbc:StreetName>Ship St</cbc:StreetName><cbc:CityName>Dubai</cbc:CityName><cbc:CountrySubentity>DXB</cbc:CountrySubentity><cac:Country><cbc:IdentificationCode>AE</cbc:IdentificationCode></cac:Country></cac:Address></cac:DeliveryLocation><cac:DeliveryParty><cac:PartyIdentification><cbc:ID>100000000000003</cbc:ID></cac:PartyIdentification><cac:PartyName><cbc:Name>Recipient Co</cbc:Name></cac:PartyName></cac:DeliveryParty></cac:Delivery>),VALID,,,,,,PASS,,VERIFIED,Guidelines §12.2 #12,
PX-C4-SLACK01,Positive,patched,Arithmetic/Totals,380,Tax Invoice,S,Standard,n/a,AED,u:slack tolerance +0.01 (boundary PASS),pint-invoice/Standard tax invoice.xml,catalog_xml/PX-C4-SLACK01.xml,set cac:TaxTotal/cac:TaxSubtotal/cbc:TaxableAmount = 10643.30,VALID,,,,,,PASS,,VERIFIED,c4-MUST: aligned-ibrp-s-08 slack band,
PX-C4-SLACK02,Positive,patched,Arithmetic/Totals,380,Tax Invoice,S,Standard,n/a,AED,u:slack tolerance +0.02 (boundary PASS),pint-invoice/Standard tax invoice.xml,catalog_xml/PX-C4-SLACK02.xml,set cac:TaxTotal/cac:TaxSubtotal/cbc:TaxableAmount = 10643.31,VALID,,,,,,PASS,,VERIFIED,c4-MUST: aligned-ibrp-s-08 slack band edge,
PX-C4-EM-UAQ,Positive,patched,Party/Identifier,380,Tax Invoice,S,Standard,n/a,AED,Seller emirate UAQ (ibr-128-ae),pint-invoice/Standard tax invoice.xml,catalog_xml/PX-C4-EM-UAQ.xml,set cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity = UAQ,VALID,,,,,,PASS,,VERIFIED,c4-tail: emirate sampling,
PX-C4-EM-FUJ,Positive,patched,Party/Identifier,380,Tax Invoice,S,Standard,n/a,AED,Seller emirate FUJ (ibr-128-ae),pint-invoice/Standard tax invoice.xml,catalog_xml/PX-C4-EM-FUJ.xml,set cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity = FUJ,VALID,,,,,,PASS,,VERIFIED,c4-tail: emirate sampling,
PX-C4-EM-AJM,Positive,patched,Party/Identifier,380,Tax Invoice,S,Standard,n/a,AED,Seller emirate AJM (ibr-128-ae),pint-invoice/Standard tax invoice.xml,catalog_xml/PX-C4-EM-AJM.xml,set cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity = AJM,VALID,,,,,,PASS,,VERIFIED,c4-tail: emirate sampling,
PX-C4-EM-RAK,Positive,patched,Party/Identifier,380,Tax Invoice,S,Standard,n/a,AED,Seller emirate RAK (ibr-128-ae),pint-invoice/Standard tax invoice.xml,catalog_xml/PX-C4-EM-RAK.xml,set cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity = RAK,VALID,,,,,,PASS,,VERIFIED,c4-tail: emirate sampling,
PX-C4-RATE6,Positive,patched,Currency/FX,380,Tax Invoice,Z,Exports,G,USD,Exchange rate exact 6dp ceiling (ibr-002-ae boundary PASS),pint-invoice/Exports.xml,catalog_xml/PX-C4-RATE6.xml,set cac:TaxExchangeRate/cbc:CalculationRate = 3.672850,VALID,,,,,,PASS,,VERIFIED,c4-tail: 6dp rate ceiling,
PX-C4-TAXREP-480,Positive,patched,Party/Identifier,480,Commercial Invoice,E,Standard,n/a,AED,TaxRepresentativeParty on 480 (ibr-018/019/020/056),pint-invoice/Commercial invoice.xml,catalog_xml/PX-C4-TAXREP-480.xml,add . (<cac:TaxRepresentativeParty><cac:PartyName><cbc:Name>Tax Rep Name</cbc:Name></cac:PartyName><cac:PostalAddress><cbc:StreetName>Rep Street</cbc:StreetName><cbc:CityName>Dubai</cbc:CityName><cbc:CountrySubentity>DXB</cbc:CountrySubentity><cac:Country><cbc:IdentificationCode>AE</cbc:IdentificationCode></cac:Country></cac:PostalAddress><cac:PartyTaxScheme><cbc:CompanyID>100000000000003</cbc:CompanyID><cac:TaxScheme><cbc:ID>VAT</cbc:ID></cac:TaxScheme></cac:PartyTaxScheme></cac:TaxRepresentativeParty>),VALID,,,,,,PASS,,VERIFIED,c4-tail: TaxRep parity,
PX-C4-TAXREP-389,Positive,patched,Party/Identifier,389,Self-Billing Invoice,S,Standard,G,AED,TaxRepresentativeParty on 389,sb-invoice/Self Billing.xml,catalog_xml/PX-C4-TAXREP-389.xml,add . (<cac:TaxRepresentativeParty><cac:PartyName><cbc:Name>Tax Rep Name</cbc:Name></cac:PartyName><cac:PostalAddress><cbc:StreetName>Rep Street</cbc:StreetName><cbc:CityName>Dubai</cbc:CityName><cbc:CountrySubentity>DXB</cbc:CountrySubentity><cac:Country><cbc:IdentificationCode>AE</cbc:IdentificationCode></cac:Country></cac:PostalAddress><cac:PartyTaxScheme><cbc:CompanyID>100000000000003</cbc:CompanyID><cac:TaxScheme><cbc:ID>VAT</cbc:ID></cac:TaxScheme></cac:PartyTaxScheme></cac:TaxRepresentativeParty>),VALID,,,,,,PASS,,VERIFIED,c4-tail: TaxRep parity,
PX-C4-BCD-380,Positive,patched,Party/Identifier,380,Tax Invoice,S,Standard,n/a,AED,Buyer legal-reg CD (no companion),pint-invoice/Standard tax invoice.xml,catalog_xml/PX-C4-BCD-380.xml,attr cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID @schemeAgencyID = CD,VALID,,,,,,PASS,,VERIFIED,c4-tail: buyer CD parity,
PX-C4-BPAS-380,Positive,patched,Party/Identifier,380,Tax Invoice,S,Standard,n/a,AED,Buyer legal-reg PAS + issuing country,pint-invoice/Standard tax invoice.xml,catalog_xml/PX-C4-BPAS-380.xml,attr cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID @schemeAgencyID = PAS ; attr cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID @schemeAgencyName = IN,VALID,,,,,,PASS,,VERIFIED,c4-tail: buyer PAS parity (ibr-010-ae),
PX-C4-BEID-380,Positive,patched,Party/Identifier,380,Tax Invoice,S,Standard,n/a,AED,Buyer legal-reg EID (inert),pint-invoice/Standard tax invoice.xml,catalog_xml/PX-C4-BEID-380.xml,attr cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID @schemeAgencyID = EID,VALID,,,,,,PASS,,VERIFIED,c4-tail: buyer EID parity,
PX-C4-SEID-380,Positive,patched,Party/Identifier,380,Tax Invoice,S,Standard,n/a,AED,Seller legal-reg EID,pint-invoice/Standard tax invoice.xml,catalog_xml/PX-C4-SEID-380.xml,attr cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID @schemeAgencyID = EID,VALID,,,,,,PASS,,VERIFIED,c4-tail: seller EID parity,
PX-C4-SEID-480,Positive,patched,Party/Identifier,480,Commercial Invoice,E,Standard,n/a,AED,Seller legal-reg EID on 480,pint-invoice/Commercial invoice.xml,catalog_xml/PX-C4-SEID-480.xml,attr cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID @schemeAgencyID = EID,VALID,,,,,,PASS,,VERIFIED,c4-tail: seller EID parity,
PX-C4-SEID-389,Positive,patched,Party/Identifier,389,Self-Billing Invoice,S,Standard,G,AED,Seller legal-reg EID on 389,sb-invoice/Self Billing.xml,catalog_xml/PX-C4-SEID-389.xml,attr cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID @schemeAgencyID = EID,VALID,,,,,,PASS,,VERIFIED,c4-tail: seller EID parity,
PX-C4-EXP-TRI,Positive,patched,Transaction-Flag,380,Tax Invoice,Z,Exports,G,USD,Export + triangular Delivery-to Party ID,pint-invoice/Exports.xml,catalog_xml/PX-C4-EXP-TRI.xml,add cac:Delivery (<cac:DeliveryParty><cac:PartyIdentification><cbc:ID>134567890123003</cbc:ID></cac:PartyIdentification><cac:PartyName><cbc:Name>Ship-To Party</cbc:Name></cac:PartyName></cac:DeliveryParty>),VALID,,,,,,PASS,,VERIFIED,c4-tail: export+triangular combo,
PX-C4-PAY-MULTI,Positive,patched,Payment,380,Tax Invoice,S,Standard,n/a,AED,2nd PaymentMeans (multiple payment means),pint-invoice/Standard tax invoice.xml,catalog_xml/PX-C4-PAY-MULTI.xml,add . (<cac:PaymentMeans><cbc:PaymentMeansCode>30</cbc:PaymentMeansCode><cac:PayeeFinancialAccount><cbc:ID>AE070331234567890123456</cbc:ID></cac:PayeeFinancialAccount></cac:PaymentMeans>),VALID,,,,,,PASS,,VERIFIED,c4-tail: multi payment-means,
DEC-091-2DP,Positive,patched,Arithmetic/Totals,380,Tax Invoice,Z,Exports,G,USD,2-decimal form on a whole-value field (=248750); ibr-091 ≤2dp PASS + co-16 numeric-equal PASS,pint-invoice/Exports.xml,catalog_xml/DEC-091-2DP.xml,set cac:LegalMonetaryTotal/cbc:PayableAmount = 248750.00,VALID,,,,,,PASS,,VERIFIED,2dp string boundary,
DEC-091-1DP,Positive,patched,Arithmetic/Totals,380,Tax Invoice,Z,Exports,G,USD,1-decimal form (=248750); ibr-091 PASS,pint-invoice/Exports.xml,catalog_xml/DEC-091-1DP.xml,set cac:LegalMonetaryTotal/cbc:PayableAmount = 248750.0,VALID,,,,,,PASS,,VERIFIED,1dp string boundary,
DEC-091-0DP,Positive,patched,Arithmetic/Totals,380,Tax Invoice,Z,Exports,G,USD,integer form (=248750); ibr-091 PASS,pint-invoice/Exports.xml,catalog_xml/DEC-091-0DP.xml,set cac:LegalMonetaryTotal/cbc:PayableAmount = 248750,VALID,,,,,,PASS,,VERIFIED,0dp string boundary,
PX-C5-IBT026,Positive,patched,References/Dates,381,Tax Credit Note,S,Standard,G,AED,Preceding-invoice IssueDate IBT-026 (ibr-073),pint-creditnote/Standard tax credit Note.xml,catalog_xml/PX-C5-IBT026.xml,add cac:BillingReference/cac:InvoiceDocumentReference (<cbc:IssueDate>2025-01-15</cbc:IssueDate>),VALID,,,,,,PASS,,VERIFIED,c5-gap: IBT-026 present positive,
PX-C5-LOT,Positive,patched,Item/Classification,380,Tax Invoice,S,Standard,n/a,AED,Item batch/lot number IBT-128,pint-invoice/Standard tax invoice.xml,catalog_xml/PX-C5-LOT.xml,add cac:InvoiceLine/cac:Item (<cac:AdditionalItemProperty><cbc:Name>BatchNumber</cbc:Name><cbc:Value>LOT-001</cbc:Value></cac:AdditionalItemProperty>),VALID,,,,,,PASS,,VERIFIED,c5-gap: batch/lot present positive,
PX-R2c-TAXGROUP,Positive,patched,Party/Identifier,380,Tax Invoice,S,Standard,n/a,AED,"Tax-group member: endpoint/TIN = member's OWN TRN-first-10 (1234567890, schemeID 0235); existing VAT PartyTaxScheme = group VAT TRN; 2nd PartyTaxScheme=TIN (ibr-148/sr-42). NOTE: own-vs-representative distinction is domain-only / non-machine-detectable — engine validates format only.",pint-invoice/Standard tax invoice.xml,catalog_xml/PX-R2c-TAXGROUP.xml,set /Invoice/cac:AccountingSupplierParty/cac:Party/cbc:EndpointID = 1234567890 ; add /Invoice/cac:AccountingSupplierParty/cac:Party (<cac:PartyTaxScheme><cbc:CompanyID>1234567890</cbc:CompanyID><cac:TaxScheme><cbc:ID>TIN</cbc:ID></cac:TaxScheme></cac:PartyTaxScheme>),VALID,,,,,,PASS,,VERIFIED,pint-ae-fields.md (TIN=first-10-of-OWN-TRN); MandatoryFields Highlights (Tax Group),
PX-C8-G1-RCM31,Positive,patched,Codelist-Value,380,Tax Invoice,AE,Standard,G,AED,RCM goods-type DL8.48.3.1 (crude/refined oil) — closes GoodsType.gc 5th value,pint-invoice/Supply under Reverse charge mechanism.xml,catalog_xml/PX-C8-G1-RCM31.xml,set cac:CommodityClassification/cbc:NatureCode = DL8.48.3.1,VALID,,,,,,PASS,,VERIFIED,c7 G-1: GoodsType.gc sampling (ibr-006-ae/BTAE-09),
PX-C8-G2-CRE,Positive,patched,Codelist-Value,381,Tax Credit Note,S,Standard,G,AED,CN reason DL8.61.1.E (tax charged/treatment in error) — closes CreditReason.gc 6th value,pint-creditnote/Standard tax credit Note.xml,catalog_xml/PX-C8-G2-CRE.xml,set cac:DiscrepancyResponse/cbc:ResponseCode = DL8.61.1.E,VALID,,,,,,PASS,,VERIFIED,c7 G-2: CreditReason.gc sampling (ibr-001-ae/BTAE-03),
PX-C8-G3-PM21,Positive,patched,Payment,380,Tax Invoice,S,Standard,G,AED,payment-means 21 (banker's draft) — UNCL4461.gc,pint-invoice/Standard invoice Mandatory fields.xml,catalog_xml/PX-C8-G3-PM21.xml,set /Invoice/cac:PaymentMeans/cbc:PaymentMeansCode = 21 ; del /Invoice/cac:PaymentMeans/cac:CardAccount,VALID,,,,,,PASS,,VERIFIED,c7 G-3: UNCL4461.gc sampling (ibr-cl-16),
PX-C8-G3-PM68,Positive,patched,Payment,380,Tax Invoice,S,Standard,G,AED,payment-means 68 (online payment service) — UNCL4461.gc,pint-invoice/Standard invoice Mandatory fields.xml,catalog_xml/PX-C8-G3-PM68.xml,set /Invoice/cac:PaymentMeans/cbc:PaymentMeansCode = 68 ; del /Invoice/cac:PaymentMeans/cac:CardAccount,VALID,,,,,,PASS,,VERIFIED,c7 G-3: UNCL4461.gc sampling (ibr-cl-16),
PX-C8-G4-ALW64,Positive,patched,Allowance-Charge,380,Tax Invoice,Z,Standard,n/a,AED,doc-level allowance reason code 64 (UNCL5189) — valid reason-code positive,pint-invoice/Doc-level-allowance-Z-category.xml,catalog_xml/PX-C8-G4-ALW64.xml,set cac:AllowanceCharge/cbc:AllowanceChargeReasonCode = 64 ; set cac:AllowanceCharge/cbc:AllowanceChargeReason = Special agreement,VALID,,,,,,PASS,,VERIFIED,c7 G-4: UNCL5189.gc sampling (ibr-cl-19),
PX-C8-G4-CHGABK,Positive,patched,Allowance-Charge,380,Tax Invoice,Z,Standard,n/a,AED,doc-level charge reason code ABK (UNCL7161) — valid reason-code positive,pint-invoice/Doc-level-charge-Z-category.xml,catalog_xml/PX-C8-G4-CHGABK.xml,set cac:AllowanceCharge/cbc:AllowanceChargeReasonCode = ABK ; set cac:AllowanceCharge/cbc:AllowanceChargeReason = Service charge,VALID,,,,,,PASS,,VERIFIED,c7 G-4: UNCL7161.gc sampling (ibr-cl-20),
PX-C8-G5-MIME,Positive,patched,References/Dates,380,Tax Invoice,S,Standard,n/a,AED,additional-doc attachment MimeCode image/png (MimeCode.gc),pint-invoice/Standard tax invoice.xml,catalog_xml/PX-C8-G5-MIME.xml,"add . (<cac:AdditionalDocumentReference><cbc:ID>SUPP-DOC-1</cbc:ID><cac:Attachment><cbc:EmbeddedDocumentBinaryObject mimeCode=""image/png"" filename=""supporting.png"">aGVsbG8=</cbc:EmbeddedDocumentBinaryObject></cac:Attachment></cac:AdditionalDocumentReference>)",VALID,,,,,,PASS,,VERIFIED,c7 G-5: MimeCode.gc sampling (ibr-cl-24),
PX-C8-D1-XXX,Positive,patched,Currency/FX,380,Tax Invoice,S,Standard,n/a,XXX,"divergence-edge: .sch accepts XXX, .gc omits it (D-1); engine-PASS though not ISO4217.gc-conformant",pint-invoice/Standard tax invoice.xml,catalog_xml/PX-C8-D1-XXX.xml,(no patch),VALID,,,,,,PASS,,VERIFIED,c7 D-1: ISO4217.gc vs ibr-cl-03/04/05 currency divergence,
PX-C8-P1-AGTVAT,Positive,patched,Allowance-Charge,380,Tax Invoice,Z,Agent,n/a,AED,§12.2#8 agent-paid import VAT as doc-level charge + disclosed-agent (pos6) principal id,pint-invoice/Doc-level-charge-Z-category.xml,catalog_xml/PX-C8-P1-AGTVAT.xml,set /Invoice/cbc:ProfileExecutionID = 00000100 ; set cac:AllowanceCharge/cbc:AllowanceChargeReason = Agent-paid import VAT ; add . (<cac:SellerSupplierParty><cac:Party><cac:PartyIdentification><cbc:ID>PRINCIPAL-AGENT-001</cbc:ID></cac:PartyIdentification></cac:Party></cac:SellerSupplierParty>),VALID,,,,,,PASS,,VERIFIED,Guidelines §12.2#8 / domain-walk GAP-P1,
PX-C8-P3-SURCHG,Positive,patched,Allowance-Charge,380,Tax Invoice,Z,Standard,n/a,AED,§12.2#7 surcharge (Dubai Municipality) as doc-level charge,pint-invoice/Doc-level-charge-Z-category.xml,catalog_xml/PX-C8-P3-SURCHG.xml,set cac:AllowanceCharge/cbc:AllowanceChargeReason = Dubai Municipality surcharge,VALID,,,,,,PASS,,VERIFIED,Guidelines §12.2#7 / domain-walk GAP-P3,
PX-C8-P4-PAYDATES,Positive,patched,Tax-Category,380,Tax Invoice,S,Standard,n/a,AED,§12.2#22 multiple payment dates via Invoice Terms (PaymentTerms note),pint-invoice/Standard tax invoice.xml,catalog_xml/PX-C8-P4-PAYDATES.xml,"add . (<cac:PaymentTerms><cbc:Note>Installments: 30% due 2026-07-15, 40% due 2026-08-15, 30% due 2026-09-15</cbc:Note></cac:PaymentTerms>)",VALID,,,,,,PASS,,VERIFIED,Guidelines §12.2#22 / domain-walk GAP-P4,
MB-380-SZAE,Positive,patched,Currency/FX,380,Tax Invoice,S+AE+Z,Standard,G,AED,3-bucket S+Z+AE; hand Z + multiline AE; 3 matching TaxSubtotals,pint-invoice/Standard invoice Mandatory fields.xml,catalog_xml/MB-380-SZAE.xml,add . (<cac:InvoiceLine><cbc:ID>3</cbc:ID><cbc:InvoicedQuantity unitCode='H87'>100</cbc:InvoicedQuantity><cbc:LineExtensionAmount currencyID='AED'>1000</cbc:LineExtensionAmount><cac:Item><cbc:Description>Item Description</cbc:Description><cbc:Name>Item Name</cbc:Name><cac:CommodityClassification><cbc:CommodityCode>G</cbc:CommodityCode><cbc:ItemClassificationCode listID='HS'>aaa</cbc:ItemClassificationCode></cac:CommodityClassification><cac:ClassifiedTaxCategory><cbc:ID>Z</cbc:ID><cbc:Percent>0</cbc:Percent><cac:TaxScheme><cbc:ID>VAT</cbc:ID></cac:TaxScheme></cac:ClassifiedTaxCategory></cac:Item><cac:Price><cbc:PriceAmount currencyID='AED'>10</cbc:PriceAmount><cbc:BaseQuantity unitCode='H87'>1</cbc:BaseQuantity><cac:AllowanceCharge><cbc:ChargeIndicator>false</cbc:ChargeIndicator><cbc:Amount currencyID='AED'>0</cbc:Amount><cbc:BaseAmount currencyID='AED'>10</cbc:BaseAmount></cac:AllowanceCharge></cac:Price><cac:ItemPriceExtension><cbc:Amount currencyID='AED'>1000</cbc:Amount><cac:TaxTotal><cbc:TaxAmount currencyID='AED'>0</cbc:TaxAmount></cac:TaxTotal></cac:ItemPriceExtension></cac:InvoiceLine>) ; add cac:TaxTotal (<cac:TaxSubtotal><cbc:TaxableAmount currencyID='AED'>1000</cbc:TaxableAmount><cbc:TaxAmount currencyID='AED'>0</cbc:TaxAmount><cac:TaxCategory><cbc:ID>Z</cbc:ID><cbc:Percent>0</cbc:Percent><cac:TaxScheme><cbc:ID>VAT</cbc:ID></cac:TaxScheme></cac:TaxCategory></cac:TaxSubtotal>) ; set cac:LegalMonetaryTotal/cbc:LineExtensionAmount = 2000 ; set cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount = 2000 ; set cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount = 2050 ; set cac:LegalMonetaryTotal/cbc:PayableAmount = 2050,VALID,,,,,,PASS,,VERIFIED,scenario-axes §2b B1 / coverage M2,
MB-380-SZE,Positive,patched,Currency/FX,380,Tax Invoice,S+E+Z,Standard,G,AED,3-bucket S+Z+E; hand Z + multiline E (exemption reason),pint-invoice/Standard invoice Mandatory fields.xml,catalog_xml/MB-380-SZE.xml,add . (<cac:InvoiceLine><cbc:ID>3</cbc:ID><cbc:InvoicedQuantity unitCode='H87'>100</cbc:InvoicedQuantity><cbc:LineExtensionAmount currencyID='AED'>1000</cbc:LineExtensionAmount><cac:Item><cbc:Description>Item Description</cbc:Description><cbc:Name>Item Name</cbc:Name><cac:CommodityClassification><cbc:CommodityCode>G</cbc:CommodityCode><cbc:ItemClassificationCode listID='HS'>aaa</cbc:ItemClassificationCode></cac:CommodityClassification><cac:ClassifiedTaxCategory><cbc:ID>Z</cbc:ID><cbc:Percent>0</cbc:Percent><cac:TaxScheme><cbc:ID>VAT</cbc:ID></cac:TaxScheme></cac:ClassifiedTaxCategory></cac:Item><cac:Price><cbc:PriceAmount currencyID='AED'>10</cbc:PriceAmount><cbc:BaseQuantity unitCode='H87'>1</cbc:BaseQuantity><cac:AllowanceCharge><cbc:ChargeIndicator>false</cbc:ChargeIndicator><cbc:Amount currencyID='AED'>0</cbc:Amount><cbc:BaseAmount currencyID='AED'>10</cbc:BaseAmount></cac:AllowanceCharge></cac:Price><cac:ItemPriceExtension><cbc:Amount currencyID='AED'>1000</cbc:Amount><cac:TaxTotal><cbc:TaxAmount currencyID='AED'>0</cbc:TaxAmount></cac:TaxTotal></cac:ItemPriceExtension></cac:InvoiceLine>) ; add cac:TaxTotal (<cac:TaxSubtotal><cbc:TaxableAmount currencyID='AED'>1000</cbc:TaxableAmount><cbc:TaxAmount currencyID='AED'>0</cbc:TaxAmount><cac:TaxCategory><cbc:ID>Z</cbc:ID><cbc:Percent>0</cbc:Percent><cac:TaxScheme><cbc:ID>VAT</cbc:ID></cac:TaxScheme></cac:TaxCategory></cac:TaxSubtotal>) ; set cac:LegalMonetaryTotal/cbc:LineExtensionAmount = 2000 ; set cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount = 2000 ; set cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount = 2050 ; set cac:LegalMonetaryTotal/cbc:PayableAmount = 2050,VALID,,,,,,PASS,,VERIFIED,coverage M2,
MB-380-SZO,Positive,patched,Currency/FX,380,Tax Invoice,S+Z+O,Standard,G,AED,3-bucket S+Z+O; hand O + multiline Z,pint-invoice/Standard invoice Mandatory fields.xml,catalog_xml/MB-380-SZO.xml,add . (<cac:InvoiceLine><cbc:ID>3</cbc:ID><cbc:InvoicedQuantity unitCode='H87'>100</cbc:InvoicedQuantity><cbc:LineExtensionAmount currencyID='AED'>1000</cbc:LineExtensionAmount><cac:Item><cbc:Description>Item Description</cbc:Description><cbc:Name>Item Name</cbc:Name><cac:CommodityClassification><cbc:CommodityCode>G</cbc:CommodityCode><cbc:ItemClassificationCode listID='HS'>aaa</cbc:ItemClassificationCode></cac:CommodityClassification><cac:ClassifiedTaxCategory><cbc:ID>O</cbc:ID><cac:TaxScheme><cbc:ID>VAT</cbc:ID></cac:TaxScheme></cac:ClassifiedTaxCategory></cac:Item><cac:Price><cbc:PriceAmount currencyID='AED'>10</cbc:PriceAmount><cbc:BaseQuantity unitCode='H87'>1</cbc:BaseQuantity><cac:AllowanceCharge><cbc:ChargeIndicator>false</cbc:ChargeIndicator><cbc:Amount currencyID='AED'>0</cbc:Amount><cbc:BaseAmount currencyID='AED'>10</cbc:BaseAmount></cac:AllowanceCharge></cac:Price><cac:ItemPriceExtension><cbc:Amount currencyID='AED'>1000</cbc:Amount><cac:TaxTotal><cbc:TaxAmount currencyID='AED'>0</cbc:TaxAmount></cac:TaxTotal></cac:ItemPriceExtension></cac:InvoiceLine>) ; add cac:TaxTotal (<cac:TaxSubtotal><cbc:TaxableAmount currencyID='AED'>1000</cbc:TaxableAmount><cbc:TaxAmount currencyID='AED'>0</cbc:TaxAmount><cac:TaxCategory><cbc:ID>O</cbc:ID><cac:TaxScheme><cbc:ID>VAT</cbc:ID></cac:TaxScheme></cac:TaxCategory></cac:TaxSubtotal>) ; set cac:LegalMonetaryTotal/cbc:LineExtensionAmount = 2000 ; set cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount = 2000 ; set cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount = 2050 ; set cac:LegalMonetaryTotal/cbc:PayableAmount = 2050,VALID,,,,,,PASS,,VERIFIED,coverage M2,
